frame_idx,time_s,x,y
166,5.526990,286.60,1092.01
167,5.560285,286.60,1092.01
168,5.593580,286.60,1092.03
169,5.626875,286.58,1092.03
170,5.660170,286.61,1091.92
171,5.693466,286.62,1091.97
172,5.726761,286.63,1091.90
173,5.760056,286.67,1091.99
174,5.793351,286.70,1091.92
175,5.826646,286.70,1091.95
176,5.859941,286.70,1091.96
177,5.893236,286.73,1091.95
178,5.926531,286.73,1092.01
179,5.959827,286.73,1091.97
180,5.993122,286.67,1091.97
181,6.026417,286.69,1091.98
182,6.059712,286.64,1091.95
183,6.093007,286.61,1091.83
184,6.126302,286.53,1091.78
185,6.159597,286.42,1091.73
186,6.192892,286.19,1091.24
187,6.226188,285.99,1090.93
188,6.259483,285.81,1090.22
189,6.292778,285.58,1089.42
190,6.326073,285.17,1088.13
191,6.359368,284.86,1086.87
192,6.392663,284.34,1085.22
193,6.425958,283.69,1083.35
194,6.459253,282.63,1081.43
195,6.492549,281.51,1079.89
196,6.525844,280.61,1077.52
197,6.559139,280.76,1072.62
198,6.592434,280.36,1068.49
199,6.625729,280.02,1063.94
200,6.659024,280.13,1057.72
201,6.692319,279.61,1052.77
202,6.725614,279.06,1045.94
203,6.758909,279.39,1038.66
204,6.792205,279.28,1030.62
205,6.825500,279.46,1021.31
206,6.858795,279.57,1012.00
207,6.892090,279.81,1002.00
208,6.925385,280.58,991.24
209,6.958680,282.10,979.32
210,6.991975,282.85,966.63
211,7.025270,283.92,953.34
212,7.058566,285.65,937.62
213,7.091861,287.24,923.41
214,7.125156,288.83,907.20
215,7.158451,290.99,890.40
216,7.191746,292.42,874.81
217,7.225041,294.42,862.02
218,7.258336,295.84,845.80
219,7.291631,297.53,832.47
220,7.324927,298.93,823.79
221,7.358222,300.40,812.47
222,7.391517,302.27,804.76
223,7.424812,304.12,798.56
224,7.458107,306.14,794.34
225,7.491402,307.40,792.05
226,7.524697,307.94,791.29
227,7.557992,307.93,791.18
228,7.591287,308.12,791.14
229,7.624583,308.45,791.25
230,7.657878,309.34,790.79
231,7.691173,310.48,790.20
232,7.724468,311.55,790.00
233,7.757763,312.54,789.92
234,7.791058,313.32,790.75
235,7.824353,313.82,791.81
236,7.857648,313.93,792.89
237,7.890944,314.20,794.13
238,7.924239,314.71,795.05
239,7.957534,315.51,795.65
240,7.990829,316.65,795.76
241,8.024124,317.79,795.95
242,8.057419,318.46,795.92
243,8.090714,318.92,796.15
244,8.124009,319.54,796.39
245,8.157305,319.81,796.72
246,8.190600,320.12,797.23
247,8.223895,320.09,797.83
248,8.257190,319.76,798.41
249,8.290485,319.80,798.84
250,8.323780,318.09,798.76
251,8.357075,320.13,800.10
252,8.390370,317.87,800.16
253,8.423665,317.79,801.12
254,8.456961,320.17,803.19
255,8.490256,320.12,805.12
256,8.523551,320.11,807.91
257,8.556846,319.66,811.42
258,8.590141,319.41,815.98
259,8.623436,319.42,821.44
260,8.656731,319.64,827.86
261,8.690026,319.20,835.72
262,8.723322,319.26,843.30
263,8.756617,318.99,851.73
264,8.789912,318.15,861.51
265,8.823207,318.19,871.38
266,8.856502,315.67,882.07
267,8.889797,315.62,892.58
268,8.923092,314.68,904.11
269,8.956387,312.55,916.65
270,8.989683,312.29,928.14
271,9.022978,310.25,941.01
272,9.056273,309.13,952.33
273,9.089568,308.70,965.55
274,9.122863,307.56,975.35
275,9.156158,306.36,988.29
276,9.189453,305.21,998.66
277,9.222748,302.63,1012.50
278,9.256044,302.90,1021.59
279,9.289339,302.59,1033.36
280,9.322634,301.70,1045.85
281,9.355929,301.16,1057.11
282,9.389224,300.40,1067.34
283,9.422519,300.96,1074.03
284,9.455814,301.52,1080.85
285,9.489109,302.22,1088.40
286,9.522404,301.48,1086.78
287,9.555700,301.43,1084.30
288,9.588995,301.39,1085.46
289,9.622290,301.06,1088.30
290,9.655585,300.71,1088.09
291,9.688880,300.20,1087.89
292,9.722175,299.20,1088.66
293,9.755470,298.21,1088.54
294,9.788765,296.62,1088.97
295,9.822061,295.20,1089.99
296,9.855356,293.77,1090.30
297,9.888651,292.39,1090.64
298,9.921946,291.03,1090.56
299,9.955241,289.75,1090.22
300,9.988536,288.57,1089.89
301,10.021831,287.66,1089.50
302,10.055126,286.85,1089.39
303,10.088422,286.28,1089.32
304,10.121717,285.64,1089.21
305,10.155012,285.27,1089.42
306,10.188307,285.08,1089.22
307,10.221602,284.93,1089.43
308,10.254897,285.03,1089.42
309,10.288192,285.27,1089.48
310,10.321487,285.59,1089.43
311,10.354782,286.05,1089.58
312,10.388078,286.43,1089.55
313,10.421373,286.82,1089.63
314,10.454668,287.48,1089.55
315,10.487963,288.11,1089.70
316,10.521258,288.81,1089.73
317,10.554553,289.52,1089.75
318,10.587848,290.11,1089.94
319,10.621143,290.72,1090.12
320,10.654439,291.11,1090.18
321,10.687734,291.56,1090.18
322,10.721029,291.82,1090.17
323,10.754324,291.97,1090.28
324,10.787619,291.95,1090.37
325,10.820914,291.95,1090.35
326,10.854209,291.70,1090.23
327,10.887504,291.50,1090.48
328,10.920800,291.13,1090.34
329,10.954095,290.71,1090.43
330,10.987390,290.05,1090.28
331,11.020685,289.61,1090.47
332,11.053980,289.08,1090.53
333,11.087275,288.66,1090.57
334,11.120570,288.39,1090.47
335,11.153865,287.96,1090.20
336,11.187160,287.78,1090.18
337,11.220456,287.51,1090.07
338,11.253751,287.43,1090.35
339,11.287046,287.31,1090.75
340,11.320341,287.19,1090.48
341,11.353636,287.03,1090.37
342,11.386931,287.09,1090.48
343,11.420226,287.15,1090.56
344,11.453521,287.24,1090.51
345,11.486817,287.37,1090.59
346,11.520112,287.54,1090.80
347,11.553407,287.70,1090.59
348,11.586702,287.82,1090.69
349,11.619997,288.02,1090.73
350,11.653292,288.21,1090.97
351,11.686587,288.47,1091.20
352,11.719882,288.63,1091.16
353,11.753178,288.79,1091.24
354,11.786473,288.89,1091.14
355,11.819768,289.09,1091.24
356,11.853063,289.16,1091.34
357,11.886358,289.24,1091.28
358,11.919653,289.22,1091.40
359,11.952948,289.18,1091.22
360,11.986243,289.15,1091.40
361,12.019539,289.06,1091.49
362,12.052834,288.92,1091.44
363,12.086129,288.68,1091.37
364,12.119424,288.47,1091.34
365,12.152719,288.26,1091.33
366,12.186014,288.08,1091.33
367,12.219309,287.92,1091.34
368,12.252604,287.68,1091.11
369,12.285899,287.53,1090.92
370,12.319195,287.39,1090.62
371,12.352490,287.31,1090.41
372,12.385785,287.28,1090.01
373,12.419080,287.27,1089.57
374,12.452375,287.14,1087.97
375,12.485670,286.89,1086.32
376,12.518965,286.54,1084.09
377,12.552260,286.02,1081.65
378,12.585556,285.19,1079.10
379,12.618851,284.64,1075.74
380,12.652146,284.24,1072.49
381,12.685441,284.22,1067.65
382,12.718736,284.08,1061.98
383,12.752031,284.34,1056.76
384,12.785326,285.10,1047.33
385,12.818621,285.94,1037.68
386,12.851917,286.19,1028.53
387,12.885212,286.77,1017.31
388,12.918507,287.84,1007.35
389,12.951802,289.14,996.22
390,12.985097,290.58,984.91
391,13.018392,291.82,972.08
392,13.051687,293.37,958.25
393,13.084982,294.94,944.76
394,13.118277,297.06,930.15
395,13.151573,299.79,910.81
396,13.184868,303.53,897.37
397,13.218163,306.24,879.82
398,13.251458,309.57,865.42
399,13.284753,313.70,851.33
400,13.318048,317.12,839.79
401,13.351343,319.18,829.21
402,13.384638,321.28,817.74
403,13.417934,323.74,809.80
404,13.451229,326.81,804.99
405,13.484524,328.62,801.95
406,13.517819,329.63,800.78
407,13.551114,329.78,800.88
408,13.584409,329.70,801.75
409,13.617704,329.48,802.91
410,13.650999,329.88,803.66
411,13.684295,330.94,804.25
412,13.717590,332.64,804.55
413,13.750885,334.33,804.72
414,13.784180,335.58,805.08
415,13.817475,336.48,805.58
416,13.850770,337.05,806.07
417,13.884065,337.69,806.43
418,13.917360,338.53,806.79
419,13.950655,339.29,807.20
420,13.983951,339.94,807.18
421,14.017246,340.29,807.08
422,14.050541,340.29,806.77
423,14.083836,340.24,806.19
424,14.117131,340.19,805.51
425,14.150426,339.98,804.90
426,14.183721,339.73,804.11
427,14.217016,339.22,803.49
428,14.250312,337.98,802.84
429,14.283607,336.72,802.39
430,14.316902,335.39,801.99
431,14.350197,333.98,801.71
432,14.383492,332.48,801.39
433,14.416787,330.83,801.31
434,14.450082,329.31,801.00
435,14.483377,327.31,801.18
436,14.516673,325.91,801.45
437,14.549968,323.57,801.72
438,14.583263,321.45,802.39
439,14.616558,316.62,803.07
440,14.649853,314.00,803.42
441,14.683148,311.30,803.98
442,14.716443,308.87,805.04
443,14.749738,306.11,806.63
444,14.783034,303.77,808.59
445,14.816329,301.03,810.67
446,14.849624,299.19,813.90
447,14.882919,297.95,817.78
448,14.916214,295.36,824.48
449,14.949509,293.27,830.65
450,14.982804,292.60,836.15
451,15.016099,290.11,843.90
452,15.049394,288.91,852.46
453,15.082690,287.89,861.10
454,15.115985,285.92,871.89
455,15.149280,284.54,880.53
456,15.182575,283.08,889.27
457,15.215870,281.47,900.83
458,15.249165,279.28,910.23
459,15.282460,276.92,922.16
460,15.315755,275.06,932.67
461,15.349051,273.20,943.98
462,15.382346,271.17,954.72
463,15.415641,269.25,966.03
464,15.448936,267.47,976.86
465,15.482231,266.26,987.08
466,15.515526,264.73,996.49
467,15.548821,263.31,1007.01
468,15.582116,262.30,1015.93
469,15.615412,261.66,1026.50
470,15.648707,260.79,1035.64
471,15.682002,260.35,1044.81
472,15.715297,260.32,1052.80
473,15.748592,260.35,1059.64
474,15.781887,260.26,1066.01
475,15.815182,260.63,1069.42
476,15.848477,261.14,1066.43
477,15.881772,262.12,1063.68
478,15.915068,263.33,1062.01
479,15.948363,264.22,1063.56
480,15.981658,265.10,1067.77
481,16.014953,266.36,1069.11
482,16.048248,267.53,1067.04
483,16.081543,268.50,1066.41
484,16.114838,269.34,1068.26
485,16.148133,270.53,1068.44
486,16.181429,271.49,1067.49
487,16.214724,272.42,1068.14
488,16.248019,273.26,1068.43
489,16.281314,274.05,1068.57
490,16.314609,274.87,1068.92
491,16.347904,275.52,1069.40
492,16.381199,276.24,1069.89
493,16.414494,276.83,1070.45
494,16.447790,277.32,1070.98
495,16.481085,277.91,1071.94
496,16.514380,278.37,1072.69
497,16.547675,278.70,1073.74
498,16.580970,279.02,1074.27
499,16.614265,279.03,1075.42
500,16.647560,279.12,1076.88
501,16.680855,278.93,1078.60
502,16.714150,278.49,1079.74
503,16.747446,278.39,1081.06
504,16.780741,278.07,1082.60
505,16.814036,277.85,1083.71
506,16.847331,278.15,1084.00
507,16.880626,278.47,1084.50
508,16.913921,278.67,1084.81
509,16.947216,279.15,1084.79
510,16.980511,279.64,1085.20
511,17.013807,279.95,1085.86
512,17.047102,280.30,1086.50
513,17.080397,280.61,1086.97
514,17.113692,281.09,1087.15
515,17.146987,281.77,1087.16
516,17.180282,282.36,1087.04
517,17.213577,282.96,1086.96
518,17.246872,283.47,1086.69
519,17.280168,284.00,1086.81
520,17.313463,284.36,1086.77
521,17.346758,284.77,1086.42
522,17.380053,285.00,1086.12
523,17.413348,285.13,1086.09
524,17.446643,285.13,1086.11
525,17.479938,285.09,1085.94
526,17.513233,284.84,1086.03
527,17.546529,284.56,1085.98
528,17.579824,284.10,1086.06
529,17.613119,283.71,1086.11
530,17.646414,283.18,1086.34
531,17.679709,282.66,1086.57
532,17.713004,282.11,1086.71
533,17.746299,281.63,1087.09
534,17.779594,281.20,1087.26
535,17.812889,280.91,1087.49
536,17.846185,280.63,1087.32
537,17.879480,280.42,1087.38
538,17.912775,280.44,1087.29
539,17.946070,280.43,1087.25
540,17.979365,280.47,1087.47
541,18.012660,280.73,1087.09
542,18.045955,280.98,1087.10
543,18.079250,281.08,1087.12
544,18.112546,281.21,1087.20
545,18.145841,281.44,1087.03
546,18.179136,281.47,1087.09
547,18.212431,281.50,1087.41
548,18.245726,281.57,1087.66
549,18.279021,281.66,1088.22
550,18.312316,281.67,1088.44
551,18.345611,281.67,1088.49
552,18.378907,281.63,1088.36
553,18.412202,281.58,1088.37
554,18.445497,281.57,1088.38
555,18.478792,281.57,1088.57
556,18.512087,281.61,1088.55
557,18.545382,281.63,1088.46
558,18.578677,281.55,1088.34
559,18.611972,281.54,1088.30
560,18.645267,281.53,1088.17
561,18.678563,281.52,1088.31
562,18.711858,281.32,1088.31
563,18.745153,281.24,1088.48
564,18.778448,281.11,1088.20
565,18.811743,280.96,1088.36
566,18.845038,280.82,1088.29
